name,type,start_time,duration,"value"
"USB LS and FS","v1frame",0.000607708,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.000608375,0.000000667,"PID SOF"
"USB LS and FS","v1frame",0.000609042,0.000000917,"Frame # 0x601"
"USB LS and FS","v1frame",0.000609958,0.000000417,"CRC OK 0x03"
"USB LS and FS","v1frame",0.000610375,0.00000025,"EOP"
"USB LS and FS","v1frame",0.000733,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.000733667,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.000734333,0.000000917,"Address=0x02 Endpoint=0x02"
"USB LS and FS","v1frame",0.00073525,0.000000417,"CRC OK 0x10"
"USB LS and FS","v1frame",0.000735667,0.00000025,"EOP"
"USB LS and FS","v1frame",0.000736292,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.000736958,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.000737625,0.00000025,"EOP"
"USB LS and FS","v1frame",0.000738458,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.000739125,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.000739792,0.000000917,"Address=0x02 Endpoint=0x01"
"USB LS and FS","v1frame",0.000740708,0.000000417,"CRC OK 0x03"
"USB LS and FS","v1frame",0.000741125,0.00000025,"EOP"
"USB LS and FS","v1frame",0.000741792,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.000742458,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.000743125,0.00000025,"EOP"
"USB LS and FS","v1frame",0.001608,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.001608667,0.000000667,"PID SOF"
"USB LS and FS","v1frame",0.001609333,0.000000917,"Frame # 0x602"
"USB LS and FS","v1frame",0.00161025,0.000000417,"CRC OK 0x0B"
"USB LS and FS","v1frame",0.001610667,0.00000025,"EOP"
"USB LS and FS","v1frame",0.001733417,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.001734083,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.00173475,0.000000917,"Address=0x02 Endpoint=0x02"
"USB LS and FS","v1frame",0.001735667,0.000000417,"CRC OK 0x10"
"USB LS and FS","v1frame",0.001736083,0.00000025,"EOP"
"USB LS and FS","v1frame",0.001736792,0.000001458,"Error packet"
"USB LS and FS","v1frame",0.001738958,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.001739625,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.001740292,0.000000917,"Address=0x02 Endpoint=0x01"
"USB LS and FS","v1frame",0.001741208,0.000000417,"CRC OK 0x03"
"USB LS and FS","v1frame",0.001741625,0.00000025,"EOP"
"USB LS and FS","v1frame",0.00174225,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.001742917,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.001743583,0.00000025,"EOP"
"USB LS and FS","v1frame",0.001744417,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.001745083,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.00174575,0.000000917,"Address=0x03 Endpoint=0x01"
"USB LS and FS","v1frame",0.001746667,0.000000417,"CRC OK 0x1C"
"USB LS and FS","v1frame",0.001747083,0.00000025,"EOP"
"USB LS and FS","v1frame",0.002608208,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.002608875,0.000000667,"PID SOF"
"USB LS and FS","v1frame",0.002609542,0.000000917,"Frame # 0x603"
"USB LS and FS","v1frame",0.002610458,0.000000417,"CRC OK 0x14"
"USB LS and FS","v1frame",0.002610875,0.00000025,"EOP"
"USB LS and FS","v1frame",0.002733542,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.002734208,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.002734875,0.000000917,"Address=0x02 Endpoint=0x02"
"USB LS and FS","v1frame",0.002735792,0.000000417,"CRC OK 0x10"
"USB LS and FS","v1frame",0.002736208,0.00000025,"EOP"
"USB LS and FS","v1frame",0.002736833,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.0027375,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.002738167,0.00000025,"EOP"
"USB LS and FS","v1frame",0.002739,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.002739667,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.002740333,0.000000917,"Address=0x02 Endpoint=0x01"
"USB LS and FS","v1frame",0.00274125,0.000000417,"CRC OK 0x03"
"USB LS and FS","v1frame",0.002741667,0.00000025,"EOP"
"USB LS and FS","v1frame",0.002742333,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.002743,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.002743667,0.00000025,"EOP"
"USB LS and FS","v1frame",0.003608458,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.003609125,0.000000667,"PID SOF"
"USB LS and FS","v1frame",0.003609792,0.000000917,"Frame # 0x604"
"USB LS and FS","v1frame",0.003610708,0.000000417,"CRC OK 0x1B"
"USB LS and FS","v1frame",0.003611125,0.00000025,"EOP"
"USB LS and FS","v1frame",0.003733792,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.003734458,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.003735125,0.000000917,"Address=0x02 Endpoint=0x02"
"USB LS and FS","v1frame",0.003736042,0.000000417,"CRC OK 0x10"
"USB LS and FS","v1frame",0.003736458,0.00000025,"EOP"
"USB LS and FS","v1frame",0.003737167,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.003737833,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.0037385,0.00000025,"EOP"
"USB LS and FS","v1frame",0.003739333,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.00374,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.003740667,0.000000917,"Address=0x02 Endpoint=0x01"
"USB LS and FS","v1frame",0.003741583,0.000000417,"CRC OK 0x03"
"USB LS and FS","v1frame",0.003742,0.00000025,"EOP"
"USB LS and FS","v1frame",0.003742667,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.003743333,0.000000625,"PID NAK"
"USB LS and FS","v1frame",0.003743958,0.00000025,"EOP"
"USB LS and FS","v1frame",0.003744792,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.003745458,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.003746125,0.000000917,"Address=0x03 Endpoint=0x01"
"USB LS and FS","v1frame",0.003747042,0.000000417,"CRC OK 0x1C"
"USB LS and FS","v1frame",0.003747458,0.00000025,"EOP"
"USB LS and FS","v1frame",0.004608708,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.004609375,0.000000667,"PID SOF"
"USB LS and FS","v1frame",0.004610042,0.000000917,"Frame # 0x605"
"USB LS and FS","v1frame",0.004610958,0.000000417,"CRC OK 0x04"
"USB LS and FS","v1frame",0.004611375,0.00000025,"EOP"
"USB LS and FS","v1frame",0.00473425,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.004734917,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.004735583,0.000000917,"Address=0x02 Endpoint=0x02"
"USB LS and FS","v1frame",0.0047365,0.000000417,"CRC OK 0x10"
"USB LS and FS","v1frame",0.004736917,0.00000025,"EOP"
"USB LS and FS","v1frame",0.004737542,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.004738208,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.004738875,0.00000025,"EOP"
"USB LS and FS","v1frame",0.004739708,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.004740375,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.004741042,0.000000917,"Address=0x02 Endpoint=0x01"
"USB LS and FS","v1frame",0.004741958,0.000000417,"CRC OK 0x03"
"USB LS and FS","v1frame",0.004742375,0.00000025,"EOP"
"USB LS and FS","v1frame",0.004743042,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.004743708,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.004744375,0.00000025,"EOP"
"USB LS and FS","v1frame",0.005608917,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.005609583,0.000000667,"PID SOF"
"USB LS and FS","v1frame",0.00561025,0.000000917,"Frame # 0x606"
"USB LS and FS","v1frame",0.005611167,0.000000417,"CRC OK 0x0C"
"USB LS and FS","v1frame",0.005611583,0.00000025,"EOP"
"USB LS and FS","v1frame",0.005734292,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.005734958,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.005735625,0.000000917,"Address=0x02 Endpoint=0x02"
"USB LS and FS","v1frame",0.005736542,0.000000417,"CRC OK 0x10"
"USB LS and FS","v1frame",0.005736958,0.00000025,"EOP"
"USB LS and FS","v1frame",0.005737583,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.00573825,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.005738917,0.00000025,"EOP"
"USB LS and FS","v1frame",0.005739667,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.005740333,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.005741,0.000000917,"Address=0x02 Endpoint=0x01"
"USB LS and FS","v1frame",0.005741917,0.000000417,"CRC OK 0x03"
"USB LS and FS","v1frame",0.005742333,0.00000025,"EOP"
"USB LS and FS","v1frame",0.005743,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.005743667,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.005744333,0.00000025,"EOP"
"USB LS and FS","v1frame",0.005745125,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.005745792,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.005746458,0.000000917,"Address=0x03 Endpoint=0x01"
"USB LS and FS","v1frame",0.005747375,0.000000417,"CRC OK 0x1C"
"USB LS and FS","v1frame",0.005747792,0.00000025,"EOP"
"USB LS and FS","v1frame",0.006609167,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.006609833,0.000000667,"PID SOF"
"USB LS and FS","v1frame",0.0066105,0.000000917,"Frame # 0x607"
"USB LS and FS","v1frame",0.006611417,0.000000417,"CRC OK 0x13"
"USB LS and FS","v1frame",0.006611833,0.00000025,"EOP"
"USB LS and FS","v1frame",0.006734542,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.006735208,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.006735875,0.000000917,"Address=0x02 Endpoint=0x02"
"USB LS and FS","v1frame",0.006736792,0.000000417,"CRC OK 0x10"
"USB LS and FS","v1frame",0.006737208,0.00000025,"EOP"
"USB LS and FS","v1frame",0.006737875,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.006738542,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.006739208,0.00000025,"EOP"
"USB LS and FS","v1frame",0.006740042,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.006740708,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.006741375,0.000000917,"Address=0x02 Endpoint=0x01"
"USB LS and FS","v1frame",0.006742292,0.000000417,"CRC OK 0x03"
"USB LS and FS","v1frame",0.006742708,0.00000025,"EOP"
"USB LS and FS","v1frame",0.006743375,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.006744042,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.006744708,0.00000025,"EOP"
"USB LS and FS","v1frame",0.007609417,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.007610083,0.000000667,"PID SOF"
"USB LS and FS","v1frame",0.00761075,0.000000917,"Frame # 0x608"
"USB LS and FS","v1frame",0.007611667,0.000000417,"CRC OK 0x12"
"USB LS and FS","v1frame",0.007612083,0.00000025,"EOP"
"USB LS and FS","v1frame",0.007734917,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.007735583,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.00773625,0.000000917,"Address=0x02 Endpoint=0x02"
"USB LS and FS","v1frame",0.007737167,0.000000417,"CRC OK 0x10"
"USB LS and FS","v1frame",0.007737583,0.00000025,"EOP"
"USB LS and FS","v1frame",0.00773825,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.007738917,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.007739583,0.00000025,"EOP"
"USB LS and FS","v1frame",0.007740417,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.007741083,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.00774175,0.000000917,"Address=0x02 Endpoint=0x01"
"USB LS and FS","v1frame",0.007742667,0.000000417,"CRC OK 0x03"
"USB LS and FS","v1frame",0.007743083,0.00000025,"EOP"
"USB LS and FS","v1frame",0.00774375,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.007744417,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.007745083,0.00000025,"EOP"
"USB LS and FS","v1frame",0.007745917,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.007746583,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.00774725,0.000000917,"Address=0x03 Endpoint=0x01"
"USB LS and FS","v1frame",0.007748167,0.000000417,"CRC OK 0x1C"
"USB LS and FS","v1frame",0.007748583,0.00000025,"EOP"
"USB LS and FS","v1frame",0.008609667,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.008610333,0.000000667,"PID SOF"
"USB LS and FS","v1frame",0.008611,0.000000917,"Frame # 0x609"
"USB LS and FS","v1frame",0.008611917,0.000000417,"CRC OK 0x0D"
"USB LS and FS","v1frame",0.008612333,0.00000025,"EOP"
"USB LS and FS","v1frame",0.008734917,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.008735583,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.00873625,0.000000917,"Address=0x02 Endpoint=0x02"
"USB LS and FS","v1frame",0.008737167,0.000000417,"CRC OK 0x10"
"USB LS and FS","v1frame",0.008737583,0.00000025,"EOP"
"USB LS and FS","v1frame",0.008738292,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.008738958,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.008739625,0.00000025,"EOP"
"USB LS and FS","v1frame",0.008740458,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.008741125,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.008741792,0.000000917,"Address=0x02 Endpoint=0x01"
"USB LS and FS","v1frame",0.008742708,0.000000417,"CRC OK 0x03"
"USB LS and FS","v1frame",0.008743125,0.00000025,"EOP"
"USB LS and FS","v1frame",0.008743792,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.008744458,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.008745125,0.00000025,"EOP"
"USB LS and FS","v1frame",0.009609917,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.009610583,0.000000667,"PID SOF"
"USB LS and FS","v1frame",0.00961125,0.000000917,"Frame # 0x60A"
"USB LS and FS","v1frame",0.009612167,0.000000417,"CRC OK 0x05"
"USB LS and FS","v1frame",0.009612583,0.00000025,"EOP"
"USB LS and FS","v1frame",0.00973525,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.009735917,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.009736583,0.000000917,"Address=0x02 Endpoint=0x02"
"USB LS and FS","v1frame",0.0097375,0.000000417,"CRC OK 0x10"
"USB LS and FS","v1frame",0.009737917,0.00000025,"EOP"
"USB LS and FS","v1frame",0.009738583,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.00973925,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.009739917,0.00000025,"EOP"
"USB LS and FS","v1frame",0.009740667,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.009741333,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.009742,0.000000917,"Address=0x02 Endpoint=0x01"
"USB LS and FS","v1frame",0.009742917,0.000000417,"CRC OK 0x03"
"USB LS and FS","v1frame",0.009743333,0.00000025,"EOP"
"USB LS and FS","v1frame",0.009744,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.009744667,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.009745333,0.00000025,"EOP"
"USB LS and FS","v1frame",0.009746167,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.009746833,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.0097475,0.000000917,"Address=0x03 Endpoint=0x01"
"USB LS and FS","v1frame",0.009748417,0.000000417,"CRC OK 0x1C"
"USB LS and FS","v1frame",0.009748833,0.00000025,"EOP"
"USB LS and FS","v1frame",0.010610125,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.010610792,0.000000667,"PID SOF"
"USB LS and FS","v1frame",0.010611458,0.000000917,"Frame # 0x60B"
"USB LS and FS","v1frame",0.010612375,0.000000417,"CRC OK 0x1A"
"USB LS and FS","v1frame",0.010612792,0.00000025,"EOP"
"USB LS and FS","v1frame",0.010735667,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.010736333,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.010737,0.000000917,"Address=0x02 Endpoint=0x02"
"USB LS and FS","v1frame",0.010737917,0.000000417,"CRC OK 0x10"
"USB LS and FS","v1frame",0.010738333,0.00000025,"EOP"
"USB LS and FS","v1frame",0.010739042,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.010739708,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.010740375,0.00000025,"EOP"
"USB LS and FS","v1frame",0.010741167,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.010741833,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.0107425,0.000000917,"Address=0x02 Endpoint=0x01"
"USB LS and FS","v1frame",0.010743417,0.000000417,"CRC OK 0x03"
"USB LS and FS","v1frame",0.010743833,0.00000025,"EOP"
"USB LS and FS","v1frame",0.0107445,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.010745167,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.010745833,0.00000025,"EOP"
"USB LS and FS","v1frame",0.011610375,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.011611042,0.000000667,"PID SOF"
"USB LS and FS","v1frame",0.011611708,0.000000917,"Frame # 0x60C"
"USB LS and FS","v1frame",0.011612625,0.000000417,"CRC OK 0x15"
"USB LS and FS","v1frame",0.011613042,0.00000025,"EOP"
"USB LS and FS","v1frame",0.01173575,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.011736417,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.011737083,0.000000917,"Address=0x02 Endpoint=0x02"
"USB LS and FS","v1frame",0.011738,0.000000417,"CRC OK 0x10"
"USB LS and FS","v1frame",0.011738417,0.00000025,"EOP"
"USB LS and FS","v1frame",0.011739083,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.01173975,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.011740417,0.00000025,"EOP"
"USB LS and FS","v1frame",0.01174125,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.011741917,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.011742583,0.000000917,"Address=0x02 Endpoint=0x01"
"USB LS and FS","v1frame",0.0117435,0.000000417,"CRC OK 0x03"
"USB LS and FS","v1frame",0.011743917,0.00000025,"EOP"
"USB LS and FS","v1frame",0.011744583,0.000001458,"Error packet"
"USB LS and FS","v1frame",0.01174675,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.011747417,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.011748083,0.000000917,"Address=0x03 Endpoint=0x01"
"USB LS and FS","v1frame",0.011749,0.000000417,"CRC OK 0x1C"
"USB LS and FS","v1frame",0.011749417,0.00000025,"EOP"
"USB LS and FS","v1frame",0.012610625,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.012611292,0.000000667,"PID SOF"
"USB LS and FS","v1frame",0.012611958,0.000000917,"Frame # 0x60D"
"USB LS and FS","v1frame",0.012612875,0.000000417,"CRC OK 0x0A"
"USB LS and FS","v1frame",0.012613292,0.00000025,"EOP"
"USB LS and FS","v1frame",0.012736,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.012736667,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.012737333,0.000000917,"Address=0x02 Endpoint=0x02"
"USB LS and FS","v1frame",0.01273825,0.000000417,"CRC OK 0x10"
"USB LS and FS","v1frame",0.012738667,0.00000025,"EOP"
"USB LS and FS","v1frame",0.012739292,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.012739958,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.012740625,0.00000025,"EOP"
"USB LS and FS","v1frame",0.012741458,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.012742125,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.012742792,0.000000917,"Address=0x02 Endpoint=0x01"
"USB LS and FS","v1frame",0.012743708,0.000000417,"CRC OK 0x03"
"USB LS and FS","v1frame",0.012744125,0.00000025,"EOP"
"USB LS and FS","v1frame",0.012744792,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.012745458,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.012746125,0.00000025,"EOP"
"USB LS and FS","v1frame",0.013610875,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.013611542,0.000000667,"PID SOF"
"USB LS and FS","v1frame",0.013612208,0.000000917,"Frame # 0x60E"
"USB LS and FS","v1frame",0.013613125,0.000000417,"CRC OK 0x02"
"USB LS and FS","v1frame",0.013613542,0.00000025,"EOP"
"USB LS and FS","v1frame",0.013736375,0.000002833,"Error packet"
"USB LS and FS","v1frame",0.013739667,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.013740333,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.013741,0.00000025,"EOP"
"USB LS and FS","v1frame",0.01374175,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.013742417,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.013743083,0.000000917,"Address=0x02 Endpoint=0x01"
"USB LS and FS","v1frame",0.013744,0.000000417,"CRC OK 0x03"
"USB LS and FS","v1frame",0.013744417,0.00000025,"EOP"
"USB LS and FS","v1frame",0.013745083,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.01374575,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.013746417,0.00000025,"EOP"
"USB LS and FS","v1frame",0.01374725,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.013747917,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.013748583,0.000000917,"Address=0x03 Endpoint=0x01"
"USB LS and FS","v1frame",0.0137495,0.000000417,"CRC OK 0x1C"
"USB LS and FS","v1frame",0.013749917,0.00000025,"EOP"
"USB LS and FS","v1frame",0.014611125,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.014611792,0.000000667,"PID SOF"
"USB LS and FS","v1frame",0.014612458,0.000000917,"Frame # 0x60F"
"USB LS and FS","v1frame",0.014613375,0.000000417,"CRC OK 0x1D"
"USB LS and FS","v1frame",0.014613792,0.00000025,"EOP"
"USB LS and FS","v1frame",0.014736458,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.014737125,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.014737792,0.000000917,"Address=0x02 Endpoint=0x02"
"USB LS and FS","v1frame",0.014738708,0.000000417,"CRC OK 0x10"
"USB LS and FS","v1frame",0.014739125,0.00000025,"EOP"
"USB LS and FS","v1frame",0.014739792,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.014740458,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.014741125,0.00000025,"EOP"
"USB LS and FS","v1frame",0.014741958,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.014742625,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.014743292,0.000000917,"Address=0x02 Endpoint=0x01"
"USB LS and FS","v1frame",0.014744208,0.000000417,"CRC OK 0x03"
"USB LS and FS","v1frame",0.014744625,0.00000025,"EOP"
"USB LS and FS","v1frame",0.014745292,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.014745958,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.014746625,0.00000025,"EOP"
"USB LS and FS","v1frame",0.015611375,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.015612042,0.000000667,"PID SOF"
"USB LS and FS","v1frame",0.015612708,0.000000917,"Frame # 0x610"
"USB LS and FS","v1frame",0.015613625,0.000000417,"CRC OK 0x00"
"USB LS and FS","v1frame",0.015614042,0.00000025,"EOP"
"USB LS and FS","v1frame",0.015736625,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.015737292,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.015737958,0.000000917,"Address=0x02 Endpoint=0x02"
"USB LS and FS","v1frame",0.015738875,0.000000417,"CRC OK 0x10"
"USB LS and FS","v1frame",0.015739292,0.00000025,"EOP"
"USB LS and FS","v1frame",0.015739958,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.015740625,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.015741292,0.00000025,"EOP"
"USB LS and FS","v1frame",0.015742125,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.015742792,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.015743458,0.000000917,"Address=0x02 Endpoint=0x01"
"USB LS and FS","v1frame",0.015744375,0.000000417,"CRC OK 0x03"
"USB LS and FS","v1frame",0.015744792,0.00000025,"EOP"
"USB LS and FS","v1frame",0.015745458,0.000001458,"Error packet"
"USB LS and FS","v1frame",0.015747625,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.015748292,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.015748958,0.000000917,"Address=0x03 Endpoint=0x01"
"USB LS and FS","v1frame",0.015749875,0.000000417,"CRC OK 0x1C"
"USB LS and FS","v1frame",0.015750292,0.00000025,"EOP"
"USB LS and FS","v1frame",0.016611583,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.01661225,0.000000667,"PID SOF"
"USB LS and FS","v1frame",0.016612917,0.000000917,"Frame # 0x611"
"USB LS and FS","v1frame",0.016613833,0.0000005,"CRC OK 0x1F"
"USB LS and FS","v1frame",0.016614333,0.00000025,"EOP"
"USB LS and FS","v1frame",0.016736958,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.016737625,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.016738292,0.000000917,"Address=0x02 Endpoint=0x02"
"USB LS and FS","v1frame",0.016739208,0.000000417,"CRC OK 0x10"
"USB LS and FS","v1frame",0.016739625,0.00000025,"EOP"
"USB LS and FS","v1frame",0.016740292,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.016740958,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.016741625,0.00000025,"EOP"
"USB LS and FS","v1frame",0.016742375,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.016743042,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.016743708,0.000000917,"Address=0x02 Endpoint=0x01"
"USB LS and FS","v1frame",0.016744625,0.000000417,"CRC OK 0x03"
"USB LS and FS","v1frame",0.016745042,0.00000025,"EOP"
"USB LS and FS","v1frame",0.016745708,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.016746375,0.000000667,"PID NAK"
"USB LS and FS","v1frame",0.016747042,0.00000025,"EOP"
"USB LS and FS","v1frame",0.017611833,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.0176125,0.000000667,"PID SOF"
"USB LS and FS","v1frame",0.017613167,0.000000917,"Frame # 0x612"
"USB LS and FS","v1frame",0.017614083,0.000000417,"CRC OK 0x17"
"USB LS and FS","v1frame",0.0176145,0.00000025,"EOP"
"USB LS and FS","v1frame",0.017737208,0.000000667,"SYNC"
"USB LS and FS","v1frame",0.017737875,0.000000667,"PID IN"
"USB LS and FS","v1frame",0.017738542,0.000000917,"Address=0x02 Endpoint=0x02"
"USB LS and FS","v1frame",0.017739458,0.000000417,"CRC OK 0x10"
"USB LS and FS","v1frame",0.017739875,0.00000025,"EOP"
"USB LS and FS","v1frame",0.017740583,0.000000667,"SYNC"
